,0
0,0.12792991770268006
1,0.14026717664930555
2,0.15165707465277778
3,0.1615232421875
4,0.16954826388888888
5,0.17560134548611112
6,0.17966502821180555
7,0.18182573784722222
8,0.1821134765625
9,0.18067114800347223
10,0.17752987196180556
11,0.17277805989583334
12,0.16649549696180554
13,0.15883585069444445
14,0.1499898654513889
15,0.14005872395833333
16,0.12925139973958333
17,0.11778727213541666
18,0.10586968315972223
19,0.09360524088541666
20,0.081196044921875
21,0.06873348524305556
22,0.05633117947048611
23,0.04401590711805556
24,0.03186309136284722
25,0.01988265652126736
26,0.008093762885199652
27,-0.0034877834743923613
28,-0.014853839789496528
29,-0.025974042426215278
30,-0.03681577419704861
31,-0.04735194227430556
32,-0.05748848198784722
33,-0.0672707302517361
34,-0.07648760850694444
35,-0.08522471245659723
36,-0.09329521484375
37,-0.10066056857638889
38,-0.10730329861111111
39,-0.11312734375
40,-0.11810352647569444
41,-0.12206337890625
42,-0.12520314670138888
43,-0.12731282552083334
44,-0.12857411024305557
45,-0.12883764105902779
46,-0.12800743272569445
47,-0.12631119791666667
48,-0.12385325520833333
49,-0.12047427300347222
50,-0.11627485894097223
51,-0.11141774088541667
52,-0.10573074001736112
53,-0.09954090711805555
54,-0.09271031901041667
55,-0.08541283637152777
56,-0.07766405707465278
57,-0.06947897135416667
58,-0.06104534505208333
59,-0.05229555121527778
60,-0.04341023491753472
61,-0.03435124240451389
62,-0.025225472005208333
63,-0.016063465711805554
64,-0.0069546637641059025
65,0.0020520787556966144
66,0.01091151123046875
67,0.019546519639756944
68,0.02790842556423611
69,0.03597114529079861
70,0.04371738009982639
71,0.050933414713541666
72,0.05778664279513889
73,0.06409627278645834
74,0.06985085720486112
75,0.07508159722222223
76,0.0797177517361111
77,0.08367623155381944
78,0.087061767578125
79,0.089749755859375
80,0.09179973958333333
81,0.09315971137152777
82,0.09375973307291667
83,0.09386677517361111
84,0.09329578993055555
85,0.09197990451388889
86,0.09005437282986112
87,0.08756421983506944
88,0.08468984375
89,0.08116280924479166
90,0.07708190646701389
91,0.07250121527777778
92,0.06756089409722223
93,0.06231678602430556
94,0.056543929036458336
95,0.0506837890625
96,0.04448283420138889
97,0.038106268988715275
98,0.031524066840277774
99,0.024861509874131944
100,0.018110017903645834
101,0.011385762532552083
102,0.00466359625922309
103,-0.0019757356431749132
104,-0.008482300482855903
105,-0.014842514377170138
106,-0.020975324164496528
107,-0.026892184787326388
108,-0.03250597601996528
109,-0.037866178385416664
110,-0.042800105794270835
111,-0.04736442599826389
112,-0.05161236979166667
113,-0.05537532009548611
114,-0.058656412760416665
115,-0.0615298828125
116,-0.06396974283854166
117,-0.06587019314236112
118,-0.06725563151041666
119,-0.06826356879340278
120,-0.06872863498263888
121,-0.06868391927083334
122,-0.06825016818576389
123,-0.06723534613715278
124,-0.065917822265625
125,-0.06398762478298611
126,-0.061808832465277776
127,-0.05925061306423611
128,-0.056174858940972225
129,-0.052919552951388886
130,-0.049264192708333335
131,-0.04532803819444445
132,-0.04122861599392361
133,-0.03680940212673611
134,-0.03224562717013889
135,-0.027518375651041666
136,-0.022699416775173613
137,-0.017867640516493057
138,-0.012893345811631944
139,-0.007958309597439235
140,-0.0030444342719184027
141,0.0018170847574869792
142,0.006585782199435764
143,0.01125045640733507
144,0.01573297390407986
145,0.020064085557725694
146,0.024121994357638888
147,0.027993071831597223
148,0.03161537272135417
149,0.03497954915364583
150,0.038025094943576386
151,0.04070344780815972
152,0.043173847113715275
153,0.04532322319878472
154,0.046920963541666666
155,0.04829908854166667
156,0.04940216471354167
157,0.05003313802083333
158,0.05040816514756945
159,0.050314268663194446
160,0.05001455078125
161,0.049272856987847224
162,0.04821044921875
163,0.04681716037326389
164,0.04516908094618056
165,0.04317344292534722
166,0.041024842664930554
167,0.038550127495659725
168,0.035899617513020836
169,0.033022705078125
170,0.029931491427951387
171,0.026774921332465278
172,0.023341761610243057
173,0.019932264539930557
174,0.016358675130208333
175,0.0127975341796875
176,0.009196559651692708
177,0.005540087890625
178,0.0019559063381618925
179,-0.0016044014824761284
180,-0.005094671630859375
181,-0.008469928656684028
182,-0.011771405707465278
183,-0.014925739203559028
184,-0.017896602376302084
185,-0.020702140299479168
