,0
0,0.2128897061271367
1,0.2130395751953125
2,0.210658154296875
3,0.20576181640625
4,0.19857335205078125
5,0.1894073974609375
6,0.17862022705078126
7,0.16654090576171876
8,0.15348974609375
9,0.139730078125
10,0.125507177734375
11,0.11101314697265625
12,0.096418603515625
13,0.08187262573242188
14,0.067505126953125
15,0.05343125
16,0.03975301513671875
17,0.026567266845703125
18,0.013958779907226562
19,0.0020073074340820314
20,-0.009220083618164062
21,-0.019663394165039063
22,-0.029271847534179687
23,-0.038004052734375
24,-0.04583497314453125
25,-0.05273619384765625
26,-0.05870367431640625
27,-0.06373554077148437
28,-0.06784382934570313
29,-0.0710361328125
30,-0.0733497314453125
31,-0.07480672607421875
32,-0.07545028076171875
33,-0.07532534790039062
34,-0.07448153686523437
35,-0.07295910034179688
36,-0.07083534545898437
37,-0.0681609130859375
38,-0.06498990478515625
39,-0.061384979248046874
40,-0.05741473388671875
41,-0.0531362060546875
42,-0.04861069641113281
43,-0.04389583740234375
44,-0.039047799682617186
45,-0.03412194519042969
46,-0.029172811889648438
47,-0.024250778198242187
48,-0.01940225372314453
49,-0.01466537322998047
50,-0.010079150390625
51,-0.0056818168640136715
52,-0.0015024227142333983
53,0.00243172607421875
54,0.006097963714599609
55,0.009477176666259766
56,0.012555636596679687
57,0.015321798706054688
58,0.01776593017578125
59,0.019889640808105468
60,0.02168764953613281
61,0.023162171936035158
62,0.02432560577392578
63,0.025178054809570312
64,0.02573666076660156
65,0.02601024169921875
66,0.0260190673828125
67,0.0257691650390625
68,0.02529187774658203
69,0.024594462585449218
70,0.0237048095703125
71,0.0226438232421875
72,0.021424185180664062
73,0.020079112243652344
74,0.018621075439453124
75,0.017075564575195313
76,0.015458038330078125
77,0.013792849731445312
78,0.01209661865234375
79,0.010391810607910156
80,0.00868951873779297
81,0.0070097610473632815
82,0.00536719741821289
83,0.0037740001678466797
84,0.0022443355560302736
85,0.0007874855041503906
86,-0.0005867311477661133
87,-0.0018697877883911134
88,-0.003055122756958008
89,-0.004137114715576172
90,-0.005112225723266602
91,-0.005976776885986328
92,-0.006730152130126953
93,-0.007372068023681641
94,-0.007901573944091796
95,-0.008323271942138671
96,-0.008639968872070313
97,-0.008850827789306641
98,-0.008964235687255859
99,-0.008983041381835937
100,-0.008912696075439453
101,-0.008763203430175781
102,-0.008537086486816406
103,-0.008242216491699218
104,-0.007886439514160156
105,-0.00747531509399414
106,-0.007020223236083985
107,-0.006523333740234375
108,-0.005994754791259766
109,-0.005441727066040039
110,-0.004869679260253906
111,-0.004285991668701172
112,-0.0036975135803222654
113,-0.003110153770446777
114,-0.002528606033325195
115,-0.0019586856842041017
116,-0.0014056175231933594
117,-0.0008731766700744629
118,-0.0003654773235321045
119,0.00011422476768493652
120,0.000563149881362915
121,0.000978559684753418
122,0.0013587570190429687
123,0.0017025423049926757
124,0.0020082887649536135
125,0.0022754936218261717
126,0.00250382137298584
127,0.002694740295410156
128,0.002847294807434082
129,0.0029623716354370117
130,0.003042372131347656
131,0.003087081527709961
132,0.0031005733489990234
133,0.003081961441040039
134,0.0030350349426269533
135,0.002961573791503906
136,0.0028651878356933595
137,0.0027463016510009767
138,0.0026074831008911135
139,0.002452138137817383
140,0.0022835214614868164
141,0.002103890609741211
142,0.001914261245727539
143,0.0017177572250366212
144,0.0015171975135803222
145,0.0013145028114318847
146,0.001111642074584961
147,0.0009103385925292969
148,0.0007126924514770507
149,0.0005209609985351563
150,0.0003358315944671631
151,0.00015883450508117676
152,-8.60297679901123e-06
153,-0.00016555399894714354
154,-0.00031119604110717774
155,-0.00044471077919006345
156,-0.0005656761646270752
157,-0.0006736157417297364
158,-0.0007685863971710205
159,-0.0008497879981994629
160,-0.0009179527282714843
161,-0.000973007583618164
162,-0.0010150703430175782
163,-0.0010454747200012208
164,-0.0010630332946777344
165,-0.0010693453788757324
166,-0.001065003204345703
167,-0.0010511204719543456
168,-0.0010273406028747558
169,-0.0009952390670776368
170,-0.0009559289932250976
171,-0.0009092760086059571
172,-0.0008569162368774414
173,-0.0007994542121887207
174,-0.0007378938674926758
175,-0.0006730069637298584
176,-0.0006058239936828614
177,-0.0005367457389831543
178,-0.0004668193817138672
179,-0.0003969417810440064
180,-0.0003272550106048584
181,-0.00025884180068969727
182,-0.00019214855432510375
183,-0.00012786401510238649
184,-6.619619131088257e-05
185,-7.799363136291503e-06
