,0
0,0.16668147047245668
1,0.17696602647569445
2,0.18521202256944444
3,0.19113543836805555
4,0.19465562065972222
5,0.19583185763888888
6,0.19478739149305555
7,0.19167250434027777
8,0.18666796875
9,0.17996968315972223
10,0.17177578125
11,0.16230997178819445
12,0.1517845160590278
13,0.1403959418402778
14,0.1283648654513889
15,0.11584690755208334
16,0.10298103298611111
17,0.089925146484375
18,0.0767640625
19,0.06358155924479167
20,0.05044573567708333
21,0.03742391493055556
22,0.024573700629340278
23,0.011943922254774305
24,-0.0004137369791666667
25,-0.012435952419704861
26,-0.024066463216145834
27,-0.03524237467447917
28,-0.04589396701388889
29,-0.05596763237847222
30,-0.06539275716145833
31,-0.07409034288194444
32,-0.08204462890625
33,-0.08918691948784722
34,-0.0954748806423611
35,-0.10087887369791666
36,-0.10537122395833333
37,-0.10895582682291667
38,-0.11159204644097222
39,-0.1133083984375
40,-0.11410555555555556
41,-0.11404964192708333
42,-0.11305776909722222
43,-0.11130297309027777
44,-0.10871786024305556
45,-0.10542744140625
46,-0.10137696397569444
47,-0.09671965060763889
48,-0.091455859375
49,-0.08565351019965278
50,-0.07936675889756944
51,-0.07268610026041666
52,-0.06563289930555556
53,-0.0583216796875
54,-0.050734309895833336
55,-0.04299318305121528
56,-0.035172520616319446
57,-0.027283414713541666
58,-0.01942153862847222
59,-0.011628559027777778
60,-0.003966028510199652
61,0.0035147569444444445
62,0.010758831108940973
63,0.0177185302734375
64,0.024360384114583335
65,0.03062822265625
66,0.036500916883680554
67,0.041938709852430554
68,0.04689754774305555
69,0.05137198350694445
70,0.05533525390625
71,0.058762923177083336
72,0.061670654296875
73,0.06402440321180555
74,0.06585538736979167
75,0.0671201171875
76,0.06785597873263889
77,0.06805079210069444
78,0.06772746310763889
79,0.0669241970486111
80,0.06561892903645833
81,0.06387816840277778
82,0.061727012803819446
83,0.059122005208333335
84,0.05614329427083333
85,0.05290836588541667
86,0.04929225260416667
87,0.045423502604166666
88,0.041318988715277775
89,0.037024609375
90,0.03260496148003472
91,0.02801975368923611
92,0.02336741265190972
93,0.018664404296875
94,0.01396192626953125
95,0.009283270263671876
96,0.004669715033637153
97,0.00014306538899739585
98,-0.004255005221896702
99,-0.00849630601671007
100,-0.012562921820746527
101,-0.01642348361545139
102,-0.020043290201822918
103,-0.023411021592881946
104,-0.02650607638888889
105,-0.029336534288194445
106,-0.03186563585069444
107,-0.034076025390625
108,-0.035953908962673614
109,-0.03752750108506944
110,-0.03875115017361111
111,-0.039680973307291666
112,-0.04030629069010417
113,-0.04058806966145833
114,-0.04052436794704861
115,-0.04019246419270833
116,-0.039583846028645835
117,-0.03868056911892361
118,-0.03749132486979167
119,-0.036071476236979164
120,-0.03444404296875
121,-0.03254847819010417
122,-0.030510492621527777
123,-0.02828533257378472
124,-0.02590298394097222
125,-0.023406358506944443
126,-0.02078329806857639
127,-0.018109300401475695
128,-0.01534306640625
129,-0.012554819064670139
130,-0.009747943793402778
131,-0.006944219292534722
132,-0.004171373833550348
133,-0.0014410030788845486
134,0.0012233535766601562
135,0.0038033827039930554
136,0.0062829833984375
137,0.008648482259114583
138,0.01088436008029514
139,0.012965843370225695
140,0.014907274034288194
141,0.016677392578125
142,0.018260838487413195
143,0.01968347846137153
144,0.020910354275173612
145,0.021945452202690972
146,0.022780476888020835
147,0.023430170355902776
148,0.02389638671875
149,0.024152303059895835
150,0.024226527235243055
151,0.024113368055555556
152,0.02383141818576389
153,0.023352012803819443
154,0.022750797526041668
155,0.021954637315538195
156,0.021052408854166666
157,0.019995768229166665
158,0.01883490261501736
159,0.01755783148871528
160,0.01617109917534722
161,0.014719249131944445
162,0.013195612250434028
163,0.011612578667534722
164,0.00999412841796875
165,0.008339677598741319
166,0.006659560139973958
167,0.004991623942057291
168,0.003319889322916667
169,0.001678098381890191
170,6.814626057942709e-05
171,-0.0014976542154947917
172,-0.0030097446017795138
173,-0.004451021321614583
174,-0.005825672743055556
175,-0.007114678955078125
176,-0.008318355305989584
177,-0.009427307807074653
178,-0.010424332682291667
179,-0.011323468695746528
180,-0.012126285807291666
181,-0.012785282389322916
182,-0.013356483289930556
183,-0.013783702256944445
184,-0.014131812879774306
185,-0.014346794976128473
